"id","doi","title","abstract","publication_year","cross","all","thematic_pioneer","thematic_rare_5pct","methodological_pioneer","methodological_rare_5pct","cross_pioneer","cross_rare_5pct","exposure_inst_cross","exposure_inst_thematic","exposure_coauth_cross","exposure_coauth_thematic","exposure_intell_cross","exposure_intell_thematic","theoretical","methodological"
"https://openalex.org/W2979364138","https://doi.org/10.1002/cpt.1669","European Medicines Agency’s Priority Medicines Scheme at 2 Years: An Evaluation of Clinical Studies Supporting Eligible Drugs","The Priority Medicines (PRIME) scheme was launched by the European Medicines Agency (EMA) in 2016 to expedite the development and approval of promising products targeting conditions with high unmet medical need. Manufacturers of PRIME drugs receive extensive regulatory advice on their trial designs. Until June 2018, the EMA granted PRIME status to 39 agents, evaluated in 138 studies (102 initiated before and 36 after PRIME eligibility). A third of the studies forming the basis of PRIME designation were randomized controlled trials, and a quarter of the studies were blinded. There was no statistically significant difference between trials initiated before and after PRIME designation in terms of randomized design and use of blinding. However, significantly more efficacy studies included a clinical end point after PRIME designation than before, and significantly fewer included surrogate measures alone. There were no statistically significant differences between the trial designs of PRIME and non‐PRIME‐designated products.","2019","[('C93', 'O38'), ('C93', 'I12'), ('C93', 'I18'), ('C93', 'H51'), ('C93', 'L65'), ('C18', 'O38'), ('C18', 'I12'), ('C18', 'I18'), ('C18', 'H51'), ('C18', 'L65')]","['C93', 'O38', 'I12', 'I18', 'H51', 'L65', 'C18']","False","False","False","False","False","False","0.0121861867368927","0.003391812865497","0.0","0.0","0.0","0.0","['O38', 'I12', 'I18', 'H51', 'L65']","['C93', 'C18']"
"https://openalex.org/W1980678794","https://doi.org/10.3402/fnr.v54i0.5113","Economic valuation of the potential health benefits from foods enriched with plant sterols in Canada","Increased consumption of foods containing plant sterols has the potential to reduce the incidence of coronary heart disease (CHD) and thus reduce costs associated with treating that disease in a significant way. This paper reports the results of an investigation of the potential monetary benefits of allowing foods enriched with plant sterols to be marketed in Canada.The objective of this research was to estimate the annual savings that would accrue to Canada's single-payer publicly funded health care system if plant sterols were approved for use. If foods containing plant sterols are consumed at a sufficient rate, a reduction in CHD should follow. Given the significant costs associated with CHD, approval of plant sterols in Canada has important public policy implications.This research employs a variation of traditional cost-of-illness analysis entailing four steps: (1) estimation of a 'success rate' (proportion of persons who would consume plant sterols at the necessary rate); (2) presumption of blood cholesterol reduction due to plant sterol consumption; (3) assumption of reduction in CHD that follows from blood cholesterol reduction; and (4) calculation of cost savings associated with reduced incidence of CHD.CALCULATIONS WERE CARRIED OUT FOR FOUR SCENARIOS: ideal, optimistic, pessimistic, and very pessimistic. It was estimated that between $38 million (very pessimistic scenario) and $2.45 billion (ideal scenario) could be saved annually by Canada's health care system with plant sterol-enriched food products being made available for sale.Significant expenditure reductions within Canada's publicly funded health care system could be realized with plant sterols approved for sale. Reduced CHD resulting from lower blood cholesterol levels would lessen the financial burden of disease in Canada.","2010","[('C93', 'H41'), ('C93', 'I12'), ('C93', 'I18'), ('C93', 'H51'), ('C93', 'Q18'), ('C15', 'H41'), ('C15', 'I12'), ('C15', 'I18'), ('C15', 'H51'), ('C15', 'Q18')]","['C93', 'H41', 'I12', 'C15', 'I18', 'H51', 'Q18']","False","False","False","False","False","False","0.3333333333333333","0.0833333333333333","1.0","0.0","0.0","0.0","['H41', 'I12', 'I18', 'H51', 'Q18']","['C93', 'C15']"
"https://openalex.org/W2004351993","https://doi.org/10.1080/14697688.2012.664926","A generalized birth–death stochastic model for high-frequency order book dynamics","We use a generalized birth–death stochastic process to model the high-frequency dynamics of the limit order book, and illustrate it using parameters estimated from Level II data for a stock on the London Stock Exchange. A new feature of this model is that limit orders are allowed to arrive in multiple sizes, an important empirical feature of the order book. We can compute various quantities of interest without resorting to simulation, conditional on the state of the order book, such as the probability that the next move of the mid-price will be upward, or the probability, as a function of order size, that a limit ask order will be executed before a downward move in the mid-price. This generalizes the successful model of Cont et al. [Oper. Res., 2010, 58, 549–563] by means of a new technical approach to computing the distribution of first passage times.","2012","[('C53', 'D47'), ('C53', 'G13'), ('C53', 'G14'), ('C32', 'D47'), ('C32', 'G13'), ('C32', 'G14'), ('C15', 'D47'), ('C15', 'G13'), ('C15', 'G14'), ('C51', 'D47'), ('C51', 'G13'), ('C51', 'G14')]","['G13', 'C32', 'C15', 'G14', 'C53', 'D47', 'C51']","False","False","False","False","False","False","0.0487012987012987","0.3809523809523809","0.0","1.0","0.0","","['D47', 'G13', 'G14']","['C53', 'C32', 'C15', 'C51']"
"https://openalex.org/W3095800867","https://doi.org/10.3982/te816","Lotteries in student assignment: An equivalence result","This paper formally examines two competing methods of conducting a lottery to assign students to schools, motivated by the design of the centralized high school student assignment system in New York City. The main result of the paper is that single and multiple lottery mechanisms are equivalent for the problem of allocating students to schools in which students have strict preferences and the schools are indifferent. In proving this result, a new approach is introduced that simplifies and unifies all the known equivalence results in the house allocation literature. Along the way, two new mechanisms—Partitioned Random Priority and Partitioned Random Endowment—are introduced for the house allocation problem. These mechanisms generalize widely studied mechanisms for the house allocation problem and may be appropriate for the many-to-one setting such as the school choice problem.","2011","[('C72', 'D47'), ('C72', 'D82'), ('C72', 'H44'), ('C72', 'I20'), ('C78', 'D47'), ('C78', 'D82'), ('C78', 'H44'), ('C78', 'I20'), ('C90', 'D47'), ('C90', 'D82'), ('C90', 'H44'), ('C90', 'I20')]","['C72', 'C90', 'H44', 'I20', 'D47', 'C78', 'D82']","False","False","False","False","False","True","0.4560090702947846","0.69375","1.0","1.0","0.8055555555555555","0.9166666666666666","['D47', 'D82', 'H44', 'I20']","['C72', 'C78', 'C90']"
"https://openalex.org/W2101434352","https://doi.org/10.1186/1477-7525-11-102","Gender differences in health-related quality of life of Australian chronically-ill adults: patient and physician characteristics do matter","The aims of this study were to explore the health-related quality of life (HRQoL) in a large sample of Australian chronically-ill patients (type 2 diabetes and/or hypertension/ischaemic heart disease), to investigate the impact of characteristics of patients and their general practitioners on their HRQoL and to examine clinically significant differences in HRQoL among males and females.This was a cross-sectional study with 193 general practitioners and 2181 of their chronically-ill patients aged 18 years or more using the standard Short Form Health Survey (SF-12) version 2. SF-12 physical component score (PCS-12) and mental component score (MCS-12) were derived using the standard US algorithm. Multilevel regression analysis (patients at level 1 and general practitioners at level 2) was applied to relate PCS-12 and MCS-12 to patient and general practitioner (GP) characteristics.Employment was likely to have a clinically significant larger positive effect on HRQoL of males (regression coefficient (B) (PCS-12) = 7.29, P < 0.001, effect size = 1.23 and B (MCS-12) = 3.40, P < 0.01, effect size = 0.55) than that of females (B(PCS-12) = 4.05, P < 0.001, effect size = 0.78 and B (MCS-12) = 1.16, P > 0.05, effect size = 0.16). There was a clinically significant difference in HRQoL among age groups. Younger men (< 39 years) were likely to have better physical health than older men (> 59 years, B = -5.82, P < 0.05, effect size = 0.66); older women tended to have better mental health (B = 5.62, P < 0.001, effect size = 0.77) than younger women. Chronically-ill women smokers reported clinically significant (B = -3.99, P < 0.001, effect size = 0.66) poorer mental health than women who were non-smokers. Female GPs were more likely to examine female patients than male patients (33% vs. 15%, P < 0.001) and female patients attending female GPs reported better physical health (B = 1.59, P < 0.05, effect size = 0.30).Some of the associations between patient characteristics and SF-12 physical and/or mental component scores were different for men and women. This finding underlines the importance of considering these factors in the management of chronically-ill patients in general practice. The results suggest that chronically ill women attempting to quit smoking may need more psychological support. More quantitative studies are needed to determine the association between GP gender and patient gender in relation to HRQoL.","2013","[('C21', 'J14'), ('C21', 'I12'), ('C21', 'I18'), ('C21', 'J16'), ('C21', 'H51'), ('C13', 'J14'), ('C13', 'I12'), ('C13', 'I18'), ('C13', 'J16'), ('C13', 'H51')]","['J14', 'I12', 'I18', 'J16', 'H51', 'C21', 'C13']","False","False","False","False","False","False","0.0114591291061879","0.0324929971988795","0.0","0.0","","","['J14', 'I12', 'I18', 'J16', 'H51']","['C21', 'C13']"
"https://openalex.org/W2887116201","https://doi.org/10.31959/jm.v7i1.89","ANALISA FAKTOR-FAKTOR YANG MEMPENGARUHI KUALITAS AUDIT (Studi Empiris pada Perusahaan Manufaktur Industri Sektor Barang Konsumsi yang Terdaftar Di Bursa Efek Indonesia tahun 2014-2016)","Currently, the government is prioritizing the development of the manufacturing sector to support national development. Based on the quality of the audit becomes very important to make the right decision for the users of financial statements, especially in the manufacturing sector. Furthermore, this study aims to determine the factors affecting audit quality, especially tenure audit factors, the size of the public accounting firm (KAP), and time budget pressure. Data analysis technique used is logistic regression analysis with the sample of 90 research of manufacture industry sector of consumer goods sector listed in BEI during the year 2014-2016. Based on the result of research indicate that KAP size and time budget pressure have no significant effect on audit quality. While audit tenure has a positive and significant impact on audit quality.","2018","[('C10', 'O14'), ('C10', 'L60'), ('C10', 'G30'), ('C10', 'M41'), ('C10', 'M42'), ('C13', 'O14'), ('C13', 'L60'), ('C13', 'G30'), ('C13', 'M41'), ('C13', 'M42')]","['O14', 'L60', 'G30', 'C10', 'M41', 'M42', 'C13']","True","True","False","False","False","False","0.0","0.0","0.0","0.0","","","['O14', 'L60', 'G30', 'M41', 'M42']","['C10', 'C13']"
"https://openalex.org/W2810892192","https://doi.org/10.1007/s11135-018-0786-6","Sector, industry and inter-organizational movement statistics in the Stockholm Region: informing organizational growth models","Organizational growth processes exhibit interesting statistical regularities, chiefly the heavy-tailed pattern of the size and growth-rate (i.e. yearly change in size) distributions. In spite of its ubiquity, empirical studies of growth are often limited to private activities and specific sectors, and generative models on the other hand are built on simplified assumptions and only aim at reproducing stylized facts. In this study, we use a unique Swedish longitudinal database on employment in the Stockholm Region, to analyze the interplay between organizational growth statistics by ownership sector, industrial activity and inter-organizational employee movements during a period of 14 years. We fit distributions for organizational size and growth rates. We find that the body of the aggregate growth-rate distribution is dominated by public sector growth, while the private sector dominates the tails. Industries with mostly public organizations tend to have a lognormal size distribution, while privately-owned industries are better fitted by a truncated power law. Growth-rate distributions are fitted to an exponential power (Subbotin) distribution. We decompose the change in size into incoming and outgoing employee movements, and find that the distribution of aggregated movements is well approximated by a lognormal distribution. Most organizations that do not grow have however in- and outgoing movements, but these mostly cancel each other out.","2018","[('C10', 'J60'), ('C10', 'L20'), ('C10', 'R10'), ('C10', 'O40'), ('C10', 'M10'), ('C40', 'J60'), ('C40', 'L20'), ('C40', 'R10'), ('C40', 'O40'), ('C40', 'M10')]","['J60', 'L20', 'R10', 'O40', 'C10', 'C40', 'M10']","False","False","False","False","False","False","0.0","0.0","0.0","0.0","0.5","0.0","['J60', 'L20', 'R10', 'O40', 'M10']","['C10', 'C40']"
"https://openalex.org/W2911464882","https://doi.org/10.2991/emle-18.2018.13","Monetary Policy, Investors’ Attention and the Dynamic Evolution of RMB Exchange Rate","In recent years, the development of behavioral economics pointed out that the premise of investor behavior is investors' attention.Therefore, investor attention is an important channel through which monetary policy affects exchange rate.Consequently, it is necessary to study the relationship between monetary policy and exchange rate from the perspective of investors.This paper uses the Baidu index to construct the investor's attention index on monetary policy, and empirically analyzes the relationship between investors' attention and RMB exchange rate through the VAR model.The research results show that investors focusing on monetary policy can significantly positive influence on the RMB exchange rate changes, and the effect of investors' attention on exchange rate changes is independent of the control variables.By discussing monetary policy level of investor attention and associated characteristics of RMB exchange rate, this paper extends the research of investor attention on the foreign exchange market, provides reference for better implementation of monetary policy, and offers a new train of thought for exchange rate determination.","2018","[('C32', 'G15'), ('C32', 'F41'), ('C32', 'E52'), ('C32', 'E58'), ('C32', 'F31'), ('C51', 'G15'), ('C51', 'F41'), ('C51', 'E52'), ('C51', 'E58'), ('C51', 'F31')]","['C51', 'G15', 'C32', 'F41', 'E52', 'E58', 'F31']","False","False","False","False","False","False","0.0","0.1666666666666666","0.0","0.0","","","['G15', 'F41', 'E52', 'E58', 'F31']","['C32', 'C51']"
"https://openalex.org/W3125760897","https://doi.org/10.1002/hec.1476","New estimates of the demand for physical and mental health treatment","Consumers' price responsiveness is central to US health-care reform proposals, but the best available estimates are now more than 25 years old. We estimate health-care demands by calculating expected end-of-year prices and incorporating them into a zero-inflated ordered probit model applied to several overlapping panels of data from 1996 to 2003. Results from our correlated random effects specification indicate that the price responsiveness of ambulatory mental health treatment has decreased substantially and is now slightly lower than physical health treatment. This suggests that concerns over moral hazard alone do not warrant less generous coverage for mental health. However, prescription drug demand is more price elastic.","2009","[('C25', 'I11'), ('C25', 'H51'), ('C25', 'I12'), ('C25', 'D12'), ('C01', 'I11'), ('C01', 'H51'), ('C01', 'I12'), ('C01', 'D12'), ('C33', 'I11'), ('C33', 'H51'), ('C33', 'I12'), ('C33', 'D12')]","['D12', 'I12', 'I11', 'C25', 'H51', 'C01', 'C33']","True","True","True","True","True","True","0.0","0.0","0.0","0.0","","","['I11', 'H51', 'I12', 'D12']","['C25', 'C01', 'C33']"
"https://openalex.org/W2168904205","https://doi.org/10.1198/jbes.2010.07181","Dynamic Censored Regression and the Open Market Desk Reaction Function","The censored regression model and the Tobit model are standard tools in econometrics. This paper provides a formal asymptotic theory for dynamic time series censored regression when lags of the dependent variable have been included among the regressors. The central analytical challenge is to prove that the dynamic censored regression model satisfies stationarity and weak dependence properties if a condition on the lag polynomial holds. We show the formal asymptotic correctness of conditional maximum likelihood estimation of the dynamic Tobit model, and the correctness of Powell's least absolute deviations procedure for the estimation of the dynamic censored regression model. The paper is concluded with an application of the dynamic censored regression methodology to temporary purchases of the Open Market Desk. This article has supplementary material online.","2010","[('C32', 'E52'), ('C32', 'E58'), ('C22', 'E52'), ('C22', 'E58'), ('C13', 'E52'), ('C13', 'E58'), ('C01', 'E52'), ('C01', 'E58'), ('C51', 'E52'), ('C51', 'E58')]","['C01', 'C32', 'C22', 'E52', 'E58', 'C13', 'C51']","False","False","False","False","False","False","0.3099999999999999","0.0","0.25","1.0","0.0","0.0","['E52', 'E58']","['C32', 'C22', 'C13', 'C01', 'C51']"
"https://openalex.org/W3124751173","https://doi.org/10.1002/jae.1166","Path forecast evaluation"," A path forecast refers to the sequence of forecasts 1 to H periods into the future. A summary of the range of possible paths the predicted variable may follow for a given confidence level requires construction of simultaneous confidence regions that adjust for any covariance between the elements of the path forecast. This paper shows how to construct such regions with the joint predictive density and Scheffé's S‐method of 1953. In addition, the joint predictive density can be used to construct simple statistics to evaluate the local internal consistency of a forecasting exercise of a system of variables. Monte Carlo simulations demonstrate that these simultaneous confidence regions provide approximately correct coverage in situations where traditional error bands, based on the collection of marginal predictive densities for each horizon, are vastly off the mark. The paper showcases these methods with an application to the most recent monetary episode of interest rate hikes in the US macroeconomy. Copyright © 2010 John Wiley &amp; Sons, Ltd.","2010","[('C32', 'E37'), ('C32', 'E17'), ('C15', 'E37'), ('C15', 'E17'), ('C52', 'E37'), ('C52', 'E17'), ('C53', 'E37'), ('C53', 'E17'), ('C12', 'E37'), ('C12', 'E17')]","['C32', 'E37', 'C15', 'C52', 'C53', 'E17', 'C12']","False","False","False","False","False","False","0.1243867243867243","0.2","0.0","0.5","","","['E37', 'E17']","['C32', 'C15', 'C52', 'C53', 'C12']"
"https://openalex.org/W4316664200","https://doi.org/10.18844/prosoc.v2i2.446","Fiscal sustainability test: The case of Turkey","The main purpose of the study is to test the sustainability of fiscal policies for Turkish economy using quarterly series over the period 2000:1 to 2015:2. By considering Kremers (1989) sustainability condition we test the debt-income ratio by using Lee-Strazicich unit root test which allow structural breaks under both null and alternative hypothesis. The test results we obtained show that the series has a unit root which indicates the un-sustainability of public debt.Keywords: Fiscal policies, Fiscal Sustainability, Unit root testÂ Â","2016","[('C22', 'H63'), ('C22', 'H60'), ('C22', 'E62'), ('C22', 'E61'), ('C12', 'H63'), ('C12', 'H60'), ('C12', 'E62'), ('C12', 'E61'), ('C51', 'H63'), ('C51', 'H60'), ('C51', 'E62'), ('C51', 'E61')]","['H63', 'C22', 'E62', 'H60', 'C12', 'E61', 'C51']","False","False","False","False","False","False","0.0","0.0","0.0","0.0","0.0","0.0","['H63', 'H60', 'E62', 'E61']","['C22', 'C12', 'C51']"
"https://openalex.org/W1499027708","https://doi.org/10.2753/eee0012-8775480202","The Impact of Innovation on Employment","This paper investigates the implications of innovation on employment at the firm and industry levels using Estonian data. The paper contributes to the pertinent literature in two respects. First, in contrast to most other studies, which use data from developed and technologically leading countries, it analyzes data from a catching-up country undergoing rapid economic development. Second, regarding the nature of the data, we propose a novel dynamic estimation strategy based on community innovation surveys (CISs). Our results indicate that innovation positively affects employment growth, resulting from the strong effect of process innovation on employment in medium and low-tech industries. However, at the industry level, the effect on net employment vanishes.","2010","[('C51', 'O52'), ('C51', 'O33'), ('C51', 'J23'), ('C51', 'L60'), ('C51', 'D24'), ('C33', 'O52'), ('C33', 'O33'), ('C33', 'J23'), ('C33', 'L60'), ('C33', 'D24')]","['O52', 'O33', 'J23', 'L60', 'D24', 'C51', 'C33']","False","False","False","False","False","False","0.0","1.0","0.0","0.0","","","['O52', 'O33', 'J23', 'L60', 'D24']","['C51', 'C33']"
"https://openalex.org/W3123740317","https://doi.org/10.12816/0004975","Construction and Seasonal Patterns of Islamic Hijri Calendar Monthly Time Series : An Application to Consumer Price Index ( CPI ) in Pakistan","Time series data are compiled and analysed in accordance with Gregorian calendar, given its world-wise use. This paper presents a simple method of constructing time series in accordance with Hijri Calendar from an already compiled Gregorian time series. Preliminary seasonal analysis of Hijri time series for CPI in Pakistan provides new insights of price behavior that depends both on Gregorian and Hijri seasonality. A spliced series of monthly CPI from January 1976 to December 2008 spanning 33 Gregorian years (396 Gregorian months) is used to capture a full cycle of 34 Hijri years (408 Hijri months). Method presented is general and can be used to construct and analyse any variable of interest. Paper proposes that statistical agencies and central banks of Islamic countries should also compile data according to Hijri Calendar, in addition to existing compilation according to Gregorian calendar. This will add to a better understanding of socioeconomic behaviours in Islamic countries.","2012","[('C43', 'O53'), ('C43', 'E31'), ('C43', 'E50'), ('C53', 'O53'), ('C53', 'E31'), ('C53', 'E50'), ('C87', 'O53'), ('C87', 'E31'), ('C87', 'E50'), ('C01', 'O53'), ('C01', 'E31'), ('C01', 'E50')]","['E50', 'O53', 'E31', 'C53', 'C43', 'C87', 'C01']","False","False","False","False","True","True","","","0.0","0.0","","","['O53', 'E31', 'E50']","['C43', 'C53', 'C87', 'C01']"
"https://openalex.org/W2003596378","https://doi.org/10.1257/aer.101.1.129","Is Tiger Woods Loss Averse? Persistent Bias in the Face of Experience, Competition, and High Stakes","Although experimental studies have documented systematic decision errors, many leading scholars believe that experience, competition, and large stakes will reliably extinguish biases. We test for the presence of a fundamental bias, loss aversion, in a high-stakes context: professional golfers' performance on the PGA Tour. Golf provides a natural setting to test for loss aversion because golfers are rewarded for the total number of strokes they take during a tournament, yet each individual hole has a salient reference point, par. We analyze over 2.5 million putts using precise laser measurements and find evidence that even the best golfers—including Tiger Woods—show evidence of loss aversion. (JEL D03, D81, L83).","2011","[('C93', 'D87'), ('C93', 'M55'), ('C93', 'D03'), ('C93', 'L83'), ('C93', 'D81'), ('C91', 'D87'), ('C91', 'M55'), ('C91', 'D03'), ('C91', 'L83'), ('C91', 'D81')]","['C93', 'C91', 'D87', 'M55', 'D03', 'L83', 'D81']","True","True","False","False","False","False","0.4165140415140414","0.3063186813186813","0.25","1.0","0.2","0.25","['D87', 'M55', 'L83', 'D81']","['C93', 'C91']"
"https://openalex.org/W2055792641","https://doi.org/10.5547/2160-5890.3.1.mflo","Energy Reforms and Consumer Prices in the EU over twenty Years","To what extent have the European households benefited from the energy reforms of the last two decades in the EU? The core ingredients of change have been, in different proportions and timing across countries: privatization of formerly state-owned enterprises, unbundling of networks, market liberalization and regulation. This paper summarizes some empirical findings of a team of researchers at the University of Milan about the impact of the reforms on energy prices (1990-2007) for EU-15 households. Econometric testing of the impact of the reforms (measured by OECD/ECTR scores) on prices of electricity and gas finds that public ownership of the incumbents is correlated with lower prices for households; unbundling per se has no statistically significant effect; the evidence about liberalization is mixed. Price inertia, sources of primary energy in electricity, and oil price in gas are still the core price determinants. Customers' satisfaction with prices confirms these findings. There is some evidence that consumers are subjectively happy with the opportunity to switch their electricity supplier, even if the objective evidence about the actual benefit of doing this is limited.","2013","[('C21', 'H23'), ('C21', 'L52'), ('C21', 'Q48'), ('C21', 'D43'), ('C21', 'L95'), ('C13', 'H23'), ('C13', 'L52'), ('C13', 'Q48'), ('C13', 'D43'), ('C13', 'L95')]","['H23', 'L52', 'Q48', 'D43', 'L95', 'C21', 'C13']","False","False","False","False","False","False","0.0333333333333333","0.0","0.0","0.0","0.0","0.5","['H23', 'L52', 'Q48', 'D43', 'L95']","['C21', 'C13']"
"https://openalex.org/W2893505617","https://doi.org/10.1080/02692171.2018.1515898","Overall effects of financial liberalization: financial crisis versus economic growth","The contribution of this work consists firstly in decomposing the effect of financial liberalization into a global direct positive effect on growth and an indirect negative effect via financial fragility and crisis. We show that the aggregate positive effect of financial liberalization outweighs the negative partial or temporary effect. Secondly, contrary to previous works, we distinguish many types of financial reforms. We found that equity market liberalization is the most important component in reducing economical costs associated with financial crisis. Thus, equity market liberalization is the most important favoring growth. Interest rate liberalization enhances significantly the probability of crisis leading to a short-run indirect effect more important than other financial reforms. Thirdly, we improved our work by addressing model uncertainty using Bayesian Model Averaging techniques to choose appropriate indicators for model crisis specification.","2018","[('C53', 'O16'), ('C53', 'E47'), ('C53', 'E44'), ('C53', 'G18'), ('C53', 'G01'), ('C11', 'O16'), ('C11', 'E47'), ('C11', 'E44'), ('C11', 'G18'), ('C11', 'G01')]","['C11', 'O16', 'E47', 'C53', 'E44', 'G18', 'G01']","False","False","False","False","False","False","0.0","0.1","0.0","0.0","0.0","0.1666666666666666","['O16', 'E47', 'E44', 'G18', 'G01']","['C53', 'C11']"
"https://openalex.org/W3153346615","https://doi.org/10.18276/frfu.2017.3.87/2-17","THE IMPACT OF BANK TAX ON MARKET VALUE OF COMMERCIAL BANKS IN POLAND","Purpose – investigate the impact of introducing bank tax on the market value of commercial banks in Poland as well as tax assessment from the point of view of the prerequisites for introduction. Design/Methodology/approach – an event study methodology was used to empirically examine stock market reaction to the introduction of bank tax in Poland. Findings – The stock market reacted positively to the introduction of bank tax. This is probably due to the fact that investors are convinced that banks will be able to pass on costs to customers. Originality/value – The use of event analysis in assessing the introduction of a banking tax in Poland is probably the first one, which is likely due to the fact that another very important event occurred in the period under consideration whose impact is difficult to isolate. Despite the aforementioned drawback the research conclusion is significant because both of these events should have a negative impact on the market value of the banks while the study results showing something quite the opposite.","2017","[('C22', 'H23'), ('C22', 'G38'), ('C22', 'G21'), ('C22', 'G28'), ('C22', 'E62'), ('C58', 'H23'), ('C58', 'G38'), ('C58', 'G21'), ('C58', 'G28'), ('C58', 'E62')]","['H23', 'G38', 'G21', 'G28', 'C22', 'E62', 'C58']","False","False","False","False","False","False","0.0","0.0","0.0","0.0","","","['H23', 'G38', 'G21', 'G28', 'E62']","['C22', 'C58']"
"https://openalex.org/W2120905469","https://doi.org/10.1136/bmj.b780","Evidence of methodological bias in hospital standardised mortality ratios: retrospective database study of English hospitals","<b>Objective</b> To assess the validity of case mix adjustment methods used to derive standardised mortality ratios for hospitals, by examining the consistency of relations between risk factors and mortality across hospitals. <b>Design</b> Retrospective analysis of routinely collected hospital data comparing observed deaths with deaths predicted by the Dr Foster Unit case mix method. <b>Setting</b> Four acute National Health Service hospitals in the West Midlands (England) with case mix adjusted standardised mortality ratios ranging from 88 to 140. <b>Participants</b> 96 948 (April 2005 to March 2006), 126 695 (April 2006 to March 2007), and 62 639 (April to October 2007) admissions to the four hospitals. <b>Main outcome measures</b> Presence of large interaction effects between case mix variable and hospital in a logistic regression model indicating non-constant risk relations, and plausible mechanisms that could give rise to these effects. <b>Results</b> Large significant (P≤0.0001) interaction effects were seen with several case mix adjustment variables. For two of these variables—the Charlson (comorbidity) index and emergency admission—interaction effects could be explained credibly by differences in clinical coding and admission practices across hospitals. <b>Conclusions</b> The Dr Foster Unit hospital standardised mortality ratio is derived from an internationally adopted/adapted method, which uses at least two variables (the Charlson comorbidity index and emergency admission) that are unsafe for case mix adjustment because their inclusion may actually increase the very bias that case mix adjustment is intended to reduce. Claims that variations in hospital standardised mortality ratios from Dr Foster Unit reflect differences in quality of care are less than credible.","2009","[('C10', 'H75'), ('C10', 'H51'), ('C10', 'I10'), ('C10', 'I19'), ('C01', 'H75'), ('C01', 'H51'), ('C01', 'I10'), ('C01', 'I19'), ('C18', 'H75'), ('C18', 'H51'), ('C18', 'I10'), ('C18', 'I19')]","['I10', 'I19', 'H75', 'H51', 'C10', 'C01', 'C18']","True","True","True","True","True","True","0.0","0.0","0.0","0.0","","","['H75', 'H51', 'I10', 'I19']","['C10', 'C01', 'C18']"
"https://openalex.org/W2896216433","https://doi.org/10.22630/amme.2018.4.1.4","MACROECONOMIC STABILITY AND SOCIAL PROGRESS IN THE EU MEMBER STATES AND UKRAINE","The main purpose of the study is the role and influence of social factors on macroeconomic stability. The research is based on the hypothesis that countries with greater macroeconomic stability achieve greater social progress. The integrated index of human capital is proposed as a target for the construction of an appropriate system for monitoring social progress, and in the future – identifying the impact on macroeconomic stability. The main stages of estimating the integral index of human capital are: identification of relevant indicators that will form each of the sub-indices; filtering the selected indicators in the previous stage based on the analysis of the correlation matrix of each of the subindices; normalization of indicators in each of the subindices, calculation of the integral index for each of the subindices, calculation of the final integral index of human capital. The calculations of the integrated capital human capital index for some of the EU countries (Latvia, Lithuania, Poland, Croatia, Romania) and Ukraine for the period 2000–2015 allowed us to conclude that Romania and Ukraine were on a marginal level of social progress, while Lithuania, Poland and Croatia in the range of moderate level. The use of the OLS (the least squares) method to determine the significance of changes in social progress to macroeconomic stability has revealed a positive and statistically significant impact of social progress on macroeconomic stability.","2018","[('C43', 'F45'), ('C43', 'E60'), ('C43', 'I31'), ('C43', 'O40'), ('C43', 'E02'), ('C38', 'F45'), ('C38', 'E60'), ('C38', 'I31'), ('C38', 'O40'), ('C38', 'E02')]","['F45', 'E60', 'I31', 'O40', 'E02', 'C38', 'C43']","True","True","False","False","False","False","0.25","0.0","0.0","0.0","","","['F45', 'E60', 'I31', 'O40', 'E02']","['C43', 'C38']"
"https://openalex.org/W2021677325","https://doi.org/10.1080/13504851.2011.558470","The nonlinear dynamic process of macroeconomic development by modelling dry bulk shipping market"," The purpose of this research is to study the trough of the global economics crisis in 2007 by studying business cycle of dry bulk shipping market using an integrative model over the period from January 1999 to October 2008 with developing an integrative model. This market is comprised of three different vessel sizes (Capesize, Panamax and Handymax), which were affected to varying degrees by the global economic crisis. Empirical results indicate that there is one complete cycle during the research period, which was methodologically determined by X11 decomposition and the Phase Average Trend (PAT). The values of Mean Absolute Percentage Error (MAPE) for the predictive model are 4.0383% (Capesize), 0.8393% (Panamax) and 15.5012% (Handymax). The values of MAPE for the forecasting models are 19.4276%, 10.146% and 8.0399%, respectively. Results indicate that the troughs are September 2009 (Capesize and Panamax) and July 2009 (Handymax). This article concluded that the shipping and macroeconomic recession will persist until the end of 2009. Keywords: dynamic processintegrative modeldry bulk marketX11MAPEJEL Classification: C51E32L91 Acknowledgements The authors thank the Professor and Dean, Chin-Yuan Hsieh, College of Informatics, Kao Yuan University, for the suggestions and comments about methodology.","2011","[('C53', 'E31'), ('C53', 'E32'), ('C53', 'R41'), ('C53', 'L91'), ('C01', 'E31'), ('C01', 'E32'), ('C01', 'R41'), ('C01', 'L91'), ('C51', 'E31'), ('C51', 'E32'), ('C51', 'R41'), ('C51', 'L91')]","['R41', 'E31', 'C53', 'L91', 'E32', 'C01', 'C51']","True","True","False","False","False","False","0.1666666666666666","0.3333333333333333","0.0","0.0","","","['E31', 'E32', 'R41', 'L91']","['C53', 'C01', 'C51']"
